choice,x.1,x.2,x.3,d.1,d.2
13,0.807992574,1.824290909,1.634805033,0.019563238,1.295853805
26,0.479070729,1.483563397,0.593446233,-0.220028716,-0.922539828
22,-0.991668545,1.423601668,2.042829789,-1.32256445,0.657717135
19,0.595510056,1.536614777,1.630393127,-1.720518,1.149655455
29,1.026941781,2.516240509,3.640443388,-0.226883221,0.584640302
29,1.026941781,2.516240509,3.640443388,-0.557454192,2.160537446
27,1.205176534,-0.786588666,1.35376463,-0.326120761,-0.124030829
22,-0.991668545,1.423601668,2.042829789,-1.01480101,2.154582854
8,0.300545532,1.163765672,1.872015986,-1.456895298,0.895214797
22,-0.991668545,1.423601668,2.042829789,-1.090013025,0.645094876
29,1.026941781,2.516240509,3.640443388,-0.716825298,2.378820967
16,-1.37692266,0.206646709,3.735740719,-2.30290289,-0.271046746
24,-0.256928763,2.754606,2.265752994,-1.780522278,0.706312012
9,-1.053842446,1.367838803,3.113957413,-2.249487692,1.093060336
29,1.026941781,2.516240509,3.640443388,-0.796325894,2.716702298
6,-0.886914693,1.645032857,1.779570816,-1.947858322,0.718268688
18,-2.402894606,1.499964415,1.760030815,-1.089882323,0.202531912
16,-1.37692266,0.206646709,3.735740719,-0.241176751,0.531032943
29,1.026941781,2.516240509,3.640443388,-1.020923554,1.164210594
29,1.026941781,2.516240509,3.640443388,-0.641111567,2.757816644
28,-0.878088594,0.873728212,0.289505684,-2.10048824,0.372113401
21,0.196205629,1.58552205,1.567075356,-0.683487984,-0.741685204
28,-0.878088594,0.873728212,0.289505684,-0.87802014,-0.304400542
12,0.264161268,1.462362841,2.565903024,-2.217909718,1.856748575
29,1.026941781,2.516240509,3.640443388,-1.170626408,1.720644653
6,-0.886914693,1.645032857,1.779570816,-2.244682429,1.817097399
29,1.026941781,2.516240509,3.640443388,0.06997233,1.396201657
29,1.026941781,2.516240509,3.640443388,-1.321282866,1.099974026
6,-0.886914693,1.645032857,1.779570816,-1.696856244,-0.099023776
24,-0.256928763,2.754606,2.265752994,-0.584936924,1.908709847
29,1.026941781,2.516240509,3.640443388,-0.600421575,3.139161742
23,0.642784775,1.41269264,0.097406306,-0.935616928,0.329167501
30,0.988594142,1.254374518,0.307014682,-2.417873632,2.135447337
21,0.196205629,1.58552205,1.567075356,-0.662918727,0.863298633
29,1.026941781,2.516240509,3.640443388,0.087577233,1.582628515
29,1.026941781,2.516240509,3.640443388,0.263783877,2.05556382
25,0.287986545,0.152256552,3.100631949,0.728178749,-0.317614515
23,0.642784775,1.41269264,0.097406306,-0.772440572,0.649030802
29,1.026941781,2.516240509,3.640443388,-0.351268449,1.155919705
7,-1.472914183,-0.85104105,0.5107855,-2.451622172,0.152463248
24,-0.256928763,2.754606,2.265752994,-0.520648655,0.822425611
7,-1.472914183,-0.85104105,0.5107855,-3.252811405,0.889523797
13,0.807992574,1.824290909,1.634805033,-1.085613142,1.264364975
17,0.895408919,0.853820874,1.905921853,-1.023831673,1.646757697
29,1.026941781,2.516240509,3.640443388,-0.989893395,1.4656081
24,-0.256928763,2.754606,2.265752994,-0.845471183,0.534209031
18,-2.402894606,1.499964415,1.760030815,-2.785574975,1.512371282
21,0.196205629,1.58552205,1.567075356,0.365438772,-0.44339073
5,0.56081774,2.085625404,1.91047032,-0.228231547,0.559933344
5,0.56081774,2.085625404,1.91047032,-1.729181743,2.454379721
17,0.895408919,0.853820874,1.905921853,-1.832757066,1.298853444
17,0.895408919,0.853820874,1.905921853,-0.316547637,0.378535791
4,-0.729809865,-0.043932409,0.751662462,-2.410438368,-0.733229802
25,0.287986545,0.152256552,3.100631949,-0.974647961,1.051946526
5,0.56081774,2.085625404,1.91047032,-0.794923857,0.187251418
5,0.56081774,2.085625404,1.91047032,0.128305386,0.475297567
29,1.026941781,2.516240509,3.640443388,0.338376321,1.166491896
9,-1.053842446,1.367838803,3.113957413,-0.555164307,1.51091572
29,1.026941781,2.516240509,3.640443388,-0.455901634,1.606657902
29,1.026941781,2.516240509,3.640443388,-0.037027393,1.253084123
29,1.026941781,2.516240509,3.640443388,-0.05306965,2.53565554
7,-1.472914183,-0.85104105,0.5107855,-2.520095818,0.085285213
20,-0.711947902,-0.442914816,1.017715669,-2.114895269,0.837476421
3,-1.180979756,0.751009664,0.521851263,-2.463093359,0.946961986
29,1.026941781,2.516240509,3.640443388,-0.096383856,2.23964756
3,-1.180979756,0.751009664,0.521851263,-0.559174653,0.026141184
5,0.56081774,2.085625404,1.91047032,-1.028010723,0.540492775
25,0.287986545,0.152256552,3.100631949,-1.179697364,0.740914345
16,-1.37692266,0.206646709,3.735740719,-2.839728613,2.246193048
29,1.026941781,2.516240509,3.640443388,1.6293995,0.773499554
29,1.026941781,2.516240509,3.640443388,1.137798259,1.497464161
24,-0.256928763,2.754606,2.265752994,-1.049721951,2.251501348
6,-0.886914693,1.645032857,1.779570816,-0.136751562,-0.987146183
29,1.026941781,2.516240509,3.640443388,-1.106556769,2.119991596
24,-0.256928763,2.754606,2.265752994,-1.430814715,1.073077403
7,-1.472914183,-0.85104105,0.5107855,-3.736136664,0.889784901
24,-0.256928763,2.754606,2.265752994,-2.392970614,2.08483034
29,1.026941781,2.516240509,3.640443388,-1.069939854,3.157925651
8,0.300545532,1.163765672,1.872015986,-2.831592122,1.383102618
29,1.026941781,2.516240509,3.640443388,0.55184895,0.775162796
24,-0.256928763,2.754606,2.265752994,-1.046671877,0.727161951
6,-0.886914693,1.645032857,1.779570816,-0.670592228,-0.506760455
12,0.264161268,1.462362841,2.565903024,-1.329176421,2.167843721
29,1.026941781,2.516240509,3.640443388,-1.052818961,1.563644396
29,1.026941781,2.516240509,3.640443388,0.340121739,2.060605319
3,-1.180979756,0.751009664,0.521851263,-2.557044513,0.140204014
18,-2.402894606,1.499964415,1.760030815,-2.375468981,0.277870472
29,1.026941781,2.516240509,3.640443388,-0.397757998,0.503443299
24,-0.256928763,2.754606,2.265752994,-1.568787618,1.564068844
29,1.026941781,2.516240509,3.640443388,1.31387917,1.195561272
5,0.56081774,2.085625404,1.91047032,-0.163835677,1.323965467
16,-1.37692266,0.206646709,3.735740719,-1.744771208,1.783807046
26,0.479070729,1.483563397,0.593446233,0.537870128,-0.471846972
19,0.595510056,1.536614777,1.630393127,-0.393251884,0.968176115
29,1.026941781,2.516240509,3.640443388,1.394388952,0.195842779
3,-1.180979756,0.751009664,0.521851263,-1.825187103,-0.082289815
12,0.264161268,1.462362841,2.565903024,-2.582408546,0.578529732
29,1.026941781,2.516240509,3.640443388,-0.283874969,1.073422354
29,1.026941781,2.516240509,3.640443388,0.450419393,0.103002635
9,-1.053842446,1.367838803,3.113957413,-0.630548418,1.424069524
6,-0.886914693,1.645032857,1.779570816,-1.169936256,1.675525659
29,1.026941781,2.516240509,3.640443388,-0.405311594,2.472844011
24,-0.256928763,2.754606,2.265752994,-0.282431963,2.026141343
6,-0.886914693,1.645032857,1.779570816,-1.058820495,1.807697752
24,-0.256928763,2.754606,2.265752994,-0.700110086,0.054027857
25,0.287986545,0.152256552,3.100631949,-0.735845795,0.103448642
21,0.196205629,1.58552205,1.567075356,-1.099914761,0.148576208
29,1.026941781,2.516240509,3.640443388,-0.09990021,1.301959308
20,-0.711947902,-0.442914816,1.017715669,-1.10875374,0.541763512
24,-0.256928763,2.754606,2.265752994,-1.718166217,-0.16348436
26,0.479070729,1.483563397,0.593446233,-1.061542683,0.353466511
29,1.026941781,2.516240509,3.640443388,-2.08955638,2.592346136
8,0.300545532,1.163765672,1.872015986,-1.756238437,1.537934151
16,-1.37692266,0.206646709,3.735740719,-1.535692998,0.029410092
23,0.642784775,1.41269264,0.097406306,-1.700633344,-0.181874084
24,-0.256928763,2.754606,2.265752994,-0.417073029,0.726781101
29,1.026941781,2.516240509,3.640443388,-0.437072001,-0.007090334
16,-1.37692266,0.206646709,3.735740719,-0.597861546,1.04395056
12,0.264161268,1.462362841,2.565903024,-0.94845522,0.977898591
29,1.026941781,2.516240509,3.640443388,-0.564582285,1.10912753
28,-0.878088594,0.873728212,0.289505684,-2.224496593,0.340784588
18,-2.402894606,1.499964415,1.760030815,-2.8170729,0.420605583
29,1.026941781,2.516240509,3.640443388,-0.477197355,1.368652484
21,0.196205629,1.58552205,1.567075356,-0.910721114,-0.425059432
29,1.026941781,2.516240509,3.640443388,-0.880228206,2.900575938
18,-2.402894606,1.499964415,1.760030815,-1.922293256,0.117617409
28,-0.878088594,0.873728212,0.289505684,-2.399027375,-0.105437244
16,-1.37692266,0.206646709,3.735740719,-2.141093627,1.892182324
24,-0.256928763,2.754606,2.265752994,-0.165854563,1.486499665
18,-2.402894606,1.499964415,1.760030815,-2.162580673,1.549786664
29,1.026941781,2.516240509,3.640443388,-0.577377784,0.758845469
5,0.56081774,2.085625404,1.91047032,-1.105783448,1.562694636
22,-0.991668545,1.423601668,2.042829789,-1.946467591,-0.573338935
18,-2.402894606,1.499964415,1.760030815,-1.663706978,0.682621136
1,1.066382309,0.607186101,2.282936893,-1.913900145,1.447677589
6,-0.886914693,1.645032857,1.779570816,-1.014899793,0.587772561
29,1.026941781,2.516240509,3.640443388,-0.936605299,1.868832412
22,-0.991668545,1.423601668,2.042829789,-1.93385131,1.700747535
3,-1.180979756,0.751009664,0.521851263,-3.244498568,2.315257118
25,0.287986545,0.152256552,3.100631949,0.104543676,0.572618227
18,-2.402894606,1.499964415,1.760030815,-0.547181792,-0.712663139
24,-0.256928763,2.754606,2.265752994,-2.126643933,0.786394463
24,-0.256928763,2.754606,2.265752994,-1.199058113,0.500351206
24,-0.256928763,2.754606,2.265752994,-1.10401122,0.617728226
29,1.026941781,2.516240509,3.640443388,0.033527098,1.363995878
29,1.026941781,2.516240509,3.640443388,0.500327694,0.503262573
29,1.026941781,2.516240509,3.640443388,-1.803173022,2.023775559
8,0.300545532,1.163765672,1.872015986,-2.065863175,1.458550122
18,-2.402894606,1.499964415,1.760030815,-2.619805409,2.430868165
12,0.264161268,1.462362841,2.565903024,-1.326882599,1.032534283
15,0.015153229,0.841921133,1.843859613,-2.070093135,1.62587792
22,-0.991668545,1.423601668,2.042829789,-0.966084044,0.916313601
22,-0.991668545,1.423601668,2.042829789,-1.878790347,1.607775612
8,0.300545532,1.163765672,1.872015986,-0.170268188,1.113354032
24,-0.256928763,2.754606,2.265752994,-2.015092395,1.330264491
23,0.642784775,1.41269264,0.097406306,-2.101315953,1.702686334
18,-2.402894606,1.499964415,1.760030815,-2.423436243,1.0920606
18,-2.402894606,1.499964415,1.760030815,-2.435374719,1.179038457
6,-0.886914693,1.645032857,1.779570816,-2.950330478,2.150269254
29,1.026941781,2.516240509,3.640443388,0.062940169,-0.290647332
29,1.026941781,2.516240509,3.640443388,-0.255456105,0.885013353
29,1.026941781,2.516240509,3.640443388,-0.352553643,1.460647897
19,0.595510056,1.536614777,1.630393127,-0.036913532,0.053073958
8,0.300545532,1.163765672,1.872015986,-2.181227998,2.077513081
29,1.026941781,2.516240509,3.640443388,-1.158887431,0.940673436
17,0.895408919,0.853820874,1.905921853,-1.594928173,1.331121687
18,-2.402894606,1.499964415,1.760030815,-2.13359238,0.270996393
12,0.264161268,1.462362841,2.565903024,0.865234673,1.089976168
28,-0.878088594,0.873728212,0.289505684,-3.809413734,1.47458953
6,-0.886914693,1.645032857,1.779570816,-1.662967249,0.368605278
17,0.895408919,0.853820874,1.905921853,0.594989075,1.436699643
29,1.026941781,2.516240509,3.640443388,-1.281528948,1.870935453
24,-0.256928763,2.754606,2.265752994,-2.025461562,2.652105943
24,-0.256928763,2.754606,2.265752994,-1.828219431,2.0865786
24,-0.256928763,2.754606,2.265752994,-0.941480517,0.21150325
24,-0.256928763,2.754606,2.265752994,-2.079939114,1.387165094
29,1.026941781,2.516240509,3.640443388,0.805664981,1.274103112
12,0.264161268,1.462362841,2.565903024,-0.889009144,0.24048431
6,-0.886914693,1.645032857,1.779570816,-1.626474772,0.890593721
4,-0.729809865,-0.043932409,0.751662462,-1.632520503,0.280928319
29,1.026941781,2.516240509,3.640443388,1.256858538,1.436075354
18,-2.402894606,1.499964415,1.760030815,-2.120291343,0.343376503
29,1.026941781,2.516240509,3.640443388,-1.488790097,1.11802374
29,1.026941781,2.516240509,3.640443388,-2.283447319,3.128012879
18,-2.402894606,1.499964415,1.760030815,-1.962709057,0.894774528
29,1.026941781,2.516240509,3.640443388,0.223025231,0.924057307
7,-1.472914183,-0.85104105,0.5107855,-2.783312519,0.13467724
5,0.56081774,2.085625404,1.91047032,-1.296020686,0.321153286
18,-2.402894606,1.499964415,1.760030815,-2.999703668,1.854997449
7,-1.472914183,-0.85104105,0.5107855,-0.666189409,0.111475168
22,-0.991668545,1.423601668,2.042829789,-2.08677054,1.596573345
15,0.015153229,0.841921133,1.843859613,-1.248517326,1.103242555
8,0.300545532,1.163765672,1.872015986,-1.514657668,1.120164224
13,0.807992574,1.824290909,1.634805033,1.016401021,0.898319798
18,-2.402894606,1.499964415,1.760030815,-1.340367494,-0.144189825
29,1.026941781,2.516240509,3.640443388,0.018212477,-0.077764718
29,1.026941781,2.516240509,3.640443388,-0.59659299,3.760831162
25,0.287986545,0.152256552,3.100631949,-1.231189894,1.884850688
24,-0.256928763,2.754606,2.265752994,-1.397402534,0.202030625
29,1.026941781,2.516240509,3.640443388,0.668947826,2.712624882
29,1.026941781,2.516240509,3.640443388,-0.968802897,2.04750592
24,-0.256928763,2.754606,2.265752994,-0.451047313,1.550570635
29,1.026941781,2.516240509,3.640443388,1.554484294,1.427914947
5,0.56081774,2.085625404,1.91047032,-0.157218089,-1.039053141
29,1.026941781,2.516240509,3.640443388,0.563605376,1.037303485
19,0.595510056,1.536614777,1.630393127,-1.673764652,1.029114068
29,1.026941781,2.516240509,3.640443388,0.717138238,1.308962647
29,1.026941781,2.516240509,3.640443388,0.013135039,3.095963615
18,-2.402894606,1.499964415,1.760030815,-2.414391481,0.522176146
6,-0.886914693,1.645032857,1.779570816,-1.117289503,0.736158276
28,-0.878088594,0.873728212,0.289505684,-2.754186562,0.639930579
13,0.807992574,1.824290909,1.634805033,-1.809776074,2.054537199
28,-0.878088594,0.873728212,0.289505684,-3.190943657,0.560841194
6,-0.886914693,1.645032857,1.779570816,-2.119213567,0.652208113
29,1.026941781,2.516240509,3.640443388,-0.714653228,2.170908298
4,-0.729809865,-0.043932409,0.751662462,-1.386832579,0.815805532
29,1.026941781,2.516240509,3.640443388,0.592183311,0.740170972
29,1.026941781,2.516240509,3.640443388,-1.992275349,3.158305651
12,0.264161268,1.462362841,2.565903024,-0.566823604,0.582653561
20,-0.711947902,-0.442914816,1.017715669,-1.750256767,0.118761332
21,0.196205629,1.58552205,1.567075356,-0.885149013,1.115717199
20,-0.711947902,-0.442914816,1.017715669,-1.481428368,-0.377405437
21,0.196205629,1.58552205,1.567075356,-1.082862133,1.67860404
24,-0.256928763,2.754606,2.265752994,-2.12396119,1.497940766
3,-1.180979756,0.751009664,0.521851263,-1.982840013,0.556651218
29,1.026941781,2.516240509,3.640443388,-0.985384998,2.057504635
7,-1.472914183,-0.85104105,0.5107855,-1.910486395,-0.082238883
5,0.56081774,2.085625404,1.91047032,-0.426580105,1.187045258
21,0.196205629,1.58552205,1.567075356,-2.260522894,1.031747594
29,1.026941781,2.516240509,3.640443388,-2.349296245,2.531545255
29,1.026941781,2.516240509,3.640443388,0.738351829,0.587497089
29,1.026941781,2.516240509,3.640443388,-0.118661872,2.066373804
24,-0.256928763,2.754606,2.265752994,-1.458699797,1.632697088
9,-1.053842446,1.367838803,3.113957413,-2.571965198,2.526148256
29,1.026941781,2.516240509,3.640443388,-0.575871524,1.384517164
29,1.026941781,2.516240509,3.640443388,-0.918201779,3.194068555
22,-0.991668545,1.423601668,2.042829789,-2.362177815,1.065335271
11,-0.444533984,0.222900892,2.007848775,-2.717387195,0.856224482
20,-0.711947902,-0.442914816,1.017715669,-0.77827101,1.760328958
15,0.015153229,0.841921133,1.843859613,-3.129950914,2.164258955
8,0.300545532,1.163765672,1.872015986,-1.09309545,0.403707785
29,1.026941781,2.516240509,3.640443388,-1.259488431,0.509850012
29,1.026941781,2.516240509,3.640443388,-0.3118944,2.608461744
5,0.56081774,2.085625404,1.91047032,-1.265160583,1.270553
4,-0.729809865,-0.043932409,0.751662462,-1.505487907,1.459717807
5,0.56081774,2.085625404,1.91047032,-0.692024454,0.587774387
29,1.026941781,2.516240509,3.640443388,0.120039682,1.787843404
8,0.300545532,1.163765672,1.872015986,-2.09393585,-0.614655868
22,-0.991668545,1.423601668,2.042829789,-0.670685713,1.196914543
22,-0.991668545,1.423601668,2.042829789,-1.526443002,1.664266913
18,-2.402894606,1.499964415,1.760030815,-2.169968932,2.83583337
29,1.026941781,2.516240509,3.640443388,-1.020269825,1.049307606
3,-1.180979756,0.751009664,0.521851263,-1.779312451,0.760920006
29,1.026941781,2.516240509,3.640443388,0.909576059,2.051263017
18,-2.402894606,1.499964415,1.760030815,-2.612089795,0.539626814
21,0.196205629,1.58552205,1.567075356,-1.636015595,1.208923075
29,1.026941781,2.516240509,3.640443388,-1.720702341,1.245302097
29,1.026941781,2.516240509,3.640443388,-0.976193049,1.90206888
29,1.026941781,2.516240509,3.640443388,-0.594317125,1.647506033
